combination,r2,q2,mae,rmsd,threshold,model
"('B1_20-9', 'L_20-9', 'cross_angle', 'bite_angle')",0.584744445545961,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross_angle', 'bite_angle_inverted')",0.3547185554405933,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross_angle', 'buried_volume')",0.5079529574228818,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross_angle', 'HOMO-LUMO Gap (eV)')",0.5271537688027688,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross_angle', 'dipole_x_base_symmetry')",0.403388858883569,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross_angle', 'dipole_y_base_symmetry')",0.3142383166581515,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross_angle', 'dipole_z_base_symmetry')",0.31579550985394755,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'para_angle')",0.30611604953314664,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'Frequency_Bending_22-23')",0.1173431586854713,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'Cross_mag_Bending_22-23')",0.2253150656167272,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'total_dipole_5-1-25')",0.12903658077603708,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'dipole_x_10-11-12')",0.1544109264033413,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'dipole_y_10-11-12')",0.111430155850748,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'dipole_z_10-11-12')",0.24389227375070355,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'total_dipole_10-11-12')",0.12903658077603708,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'hirshfeld_atom_12')",0.5311087354976688,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'cm5_atom_5')",0.13120005422244252,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'cm5_atom_12')",0.1558022123168652,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'B1_11-6')",0.11179826594965059,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'B5_11-6')",0.21850661551052653,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'L_11-6')",0.18897721879115792,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'bond_length_12-14')",0.3655725479243991,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'cone_angle')",0.16916149164323502,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'bite_angle')",0.5950772915476583,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'bite_angle_inverted')",0.21984828161027803,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'buried_volume')",0.5219476893704158,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'HOMO-LUMO Gap (eV)')",0.36692808774192476,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'dipole_x_base_symmetry')",0.3535821804719106,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'dipole_y_base_symmetry')",0.11246226378399571,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para', 'dipole_z_base_symmetry')",0.16370092668252523,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'Frequency_Bending_22-23')",0.2550522975833083,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'Cross_mag_Bending_22-23')",0.26796201386560037,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'total_dipole_5-1-25')",0.23627607100621084,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'dipole_x_10-11-12')",0.2559698293887608,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'dipole_y_10-11-12')",0.2864140730271958,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'dipole_z_10-11-12')",0.43379111937351766,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'total_dipole_10-11-12')",0.23627607100621084,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'hirshfeld_atom_12')",0.5107141218476325,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'cm5_atom_5')",0.24804300792730238,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'cm5_atom_12')",0.28531220629532483,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'B1_11-6')",0.23757722265575754,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'B5_11-6')",0.33320732619890203,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'L_11-6')",0.30048213661976286,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'bond_length_12-14')",0.4095713285472138,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'cone_angle')",0.2962353508102076,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'bite_angle')",0.6060184331481957,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'bite_angle_inverted')",0.3272867253074522,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'buried_volume')",0.5063282613413402,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'HOMO-LUMO Gap (eV)')",0.47985130860580816,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'dipole_x_base_symmetry')",0.3581940515049087,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'dipole_y_base_symmetry')",0.23975967021978517,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'para_angle', 'dipole_z_base_symmetry')",0.24803414849543437,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'Cross_mag_Bending_22-23')",0.21528350873055635,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'total_dipole_5-1-25')",0.14601927412014148,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'dipole_x_10-11-12')",0.18168289140723426,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'dipole_y_10-11-12')",0.106103089309038,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'dipole_z_10-11-12')",0.24151158422140817,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'total_dipole_10-11-12')",0.14601927412014148,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'hirshfeld_atom_12')",0.527071710050257,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'cm5_atom_5')",0.12093943310626898,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'cm5_atom_12')",0.1570171366181331,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'B1_11-6')",0.10586463757854248,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'B5_11-6')",0.20694876811959717,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'L_11-6')",0.19372108339948046,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'bond_length_12-14')",0.37124191490721825,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'cone_angle')",0.1922112771115969,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'bite_angle')",0.5816447628971804,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'bite_angle_inverted')",0.2453876971158474,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'buried_volume')",0.5163530576245312,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'HOMO-LUMO Gap (eV)')",0.4011957838064213,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'dipole_x_base_symmetry')",0.33415308442372893,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'dipole_y_base_symmetry')",0.10578813400757581,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Bending_22-23', 'dipole_z_base_symmetry')",0.1516951260020154,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'total_dipole_5-1-25')",0.29868924752986614,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'dipole_x_10-11-12')",0.3758589932187383,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'dipole_y_10-11-12')",0.2522632270284695,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'dipole_z_10-11-12')",0.3199009676854496,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'total_dipole_10-11-12')",0.29868924752986614,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'hirshfeld_atom_12')",0.5284675874834344,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'cm5_atom_5')",0.21604614147890244,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'cm5_atom_12')",0.26256546839736983,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'B1_11-6')",0.2170858452172144,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'B5_11-6')",0.32228206603442977,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'L_11-6')",0.22872266442029066,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'bond_length_12-14')",0.490153761018461,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'cone_angle')",0.4197346134535249,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'bite_angle')",0.5829786807699755,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'bite_angle_inverted')",0.480485328190143,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'buried_volume')",0.591696889287683,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'HOMO-LUMO Gap (eV)')",0.45695140193542316,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'dipole_x_base_symmetry')",0.33448142018064975,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'dipole_y_base_symmetry')",0.21758289252987295,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Cross_mag_Bending_22-23', 'dipole_z_base_symmetry')",0.29685816392164954,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'dipole_x_10-11-12')",0.19822126081639546,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'dipole_y_10-11-12')",0.11356293158592456,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'dipole_z_10-11-12')",0.2699676963915685,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'hirshfeld_atom_12')",0.5322286814482307,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'cm5_atom_5')",0.1528303036296429,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'cm5_atom_12')",0.160046920334862,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'B1_11-6')",0.11548851644392022,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'B5_11-6')",0.23170892424734546,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'L_11-6')",0.24593699521424361,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'bond_length_12-14')",0.37536265003468794,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'cone_angle')",0.16094477271557273,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'bite_angle')",0.5822304165256622,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'bite_angle_inverted')",0.23059654510536587,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'buried_volume')",0.554358203540472,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'HOMO-LUMO Gap (eV)')",0.35570937327496566,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'dipole_x_base_symmetry')",0.3650235859985006,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'dipole_y_base_symmetry')",0.11588418752649565,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_5-1-25', 'dipole_z_base_symmetry')",0.14225231637847935,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'dipole_y_10-11-12')",0.14880913167733123,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'dipole_z_10-11-12')",0.29485490514387214,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'total_dipole_10-11-12')",0.19822126081639546,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'hirshfeld_atom_12')",0.5190177728233372,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'cm5_atom_5')",0.18867016846809026,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'cm5_atom_12')",0.18296618272963405,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'B1_11-6')",0.14277734383871377,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'B5_11-6')",0.2726925981206241,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'L_11-6')",0.3082475674086389,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'bond_length_12-14')",0.36791734166538104,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'cone_angle')",0.16224778722932165,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'bite_angle')",0.5900909060451904,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'bite_angle_inverted')",0.21938155534542525,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'buried_volume')",0.5408211883077452,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'HOMO-LUMO Gap (eV)')",0.3631618182664742,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'dipole_x_base_symmetry')",0.40166230468208597,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'dipole_y_base_symmetry')",0.14327073289978998,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_10-11-12', 'dipole_z_base_symmetry')",0.15833873695188883,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'dipole_z_10-11-12')",0.23269001663221134,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'total_dipole_10-11-12')",0.11356293158592479,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'hirshfeld_atom_12')",0.5083871279007817,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'cm5_atom_5')",0.12132218804089567,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'cm5_atom_12')",0.15755974232306402,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'B1_11-6')",0.0975473475107449,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'B5_11-6')",0.22161335035981544,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'L_11-6')",0.21192227525294793,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'bond_length_12-14')",0.37507408365364125,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'cone_angle')",0.17024400835635345,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'bite_angle')",0.6006893773283766,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'bite_angle_inverted')",0.2237427535990829,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'buried_volume')",0.5187222470389494,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'HOMO-LUMO Gap (eV)')",0.35594356501203295,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'dipole_x_base_symmetry')",0.34482475843507066,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'dipole_y_base_symmetry')",0.09927725802300169,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
