combination,r2,q2,mae,rmsd,threshold,model,predictions
"('cross_14_0', 'nbo_atom_27', '0_bond_length_11-26')",0.28973607400912027,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.93112498 0.73874468 1.10411166 0.60623474 0.62874741 0.76002805
 0.82329431 0.76883719 0.82336238 0.81363804 0.76475282 1.00254597
 0.28164759 0.35539489 0.92626443 0.50731511 0.92828122 1.07035515]"
"('cross_14_0', 'nbo_atom_27', 'aniso')",0.31457587769973017,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.95081768 0.71037428 1.01458058 0.56889157 0.61499586 0.8305918
 0.78463914 0.71462071 0.65434029 1.12843618 0.82224022 0.76573049
 0.47585171 0.19451026 1.06970915 0.58139867 0.97798002 0.97497199]"
"('cross_14_0', 'nbo_atom_27', 'iso')",0.2668348003795852,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.91954299 0.93523249 1.06380673 0.56309829 0.66395595 0.92650156
 0.83076328 0.81832004 0.65596199 0.79022188 0.82043299 0.87222832
 0.34975049 0.25586153 0.92989913 0.58400846 0.93131004 0.92378444]"
"('cross_14_0', 'nbo_atom_6', 'nbo_atom_26')",0.23707727979442095,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.87863327 0.86924948 0.99191028 0.7837922  0.7757086  0.88850706
 0.90272757 0.83017159 0.80536273 0.86118406 0.84019585 0.58882036
 0.43039435 0.18775139 0.88480007 0.53149208 0.87084156 0.91313812]"
"('cross_14_0', 'nbo_atom_6', 'L_11-26')",0.28540601141465916,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.83875162 0.77276174 0.95771308 0.77719817 0.6989549  0.81395247
 0.9921014  0.88339642 0.90062769 0.84470458 0.87785156 0.626152
 0.35414419 0.26833503 0.82622289 0.43559042 0.81181985 1.1544026 ]"
"('cross_14_0', 'nbo_atom_6', 'B1_11-27')",0.2402380244404444,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.86173562 0.87307789 0.97157448 0.78983183 0.77079318 0.90210365
 0.87089987 0.80884946 0.77252163 0.88945766 0.82518131 0.59566699
 0.45893555 0.17251022 0.95865694 0.52596025 0.8624276  0.92449651]"
"('cross_14_0', 'nbo_atom_6', 'B5_11-27')",0.26260761128425525,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.8321037  0.82648016 0.95648499 0.67426655 0.74469191 0.85701949
 0.91834179 0.86057053 0.79702922 0.99381926 0.96186091 0.62175641
 0.55154455 0.13866669 0.84241436 0.46590893 0.82379573 0.96792543]"
"('cross_14_0', 'nbo_atom_6', 'L_11-27')",0.24029992051857796,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.87624139 0.84840465 0.99039576 0.7524613  0.76545312 0.8923996
 0.88198983 0.82364089 0.78405192 0.87000626 0.84598428 0.58586978
 0.42884489 0.19521067 0.92894419 0.53165047 0.91633147 0.91680015]"
"('cross_14_0', 'nbo_atom_6', 'loc_B5_11-27')",0.23682346409143007,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.86387429 0.88931901 0.97330427 0.80538416 0.80106739 0.88860737
 0.90048076 0.83651959 0.80464894 0.85520705 0.85304996 0.59677813
 0.45135423 0.1663207  0.8519906  0.52621698 0.85484886 0.91570829]"
"('cross_14_0', 'nbo_atom_6', 'B1_B5_angle_11-27')",0.2391119178601948,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.88991861 0.91162671 1.00190441 0.76649292 0.77431381 0.8806059
 0.87492658 0.81251313 0.77817908 0.88068987 0.83435548 0.58449173
 0.42965374 0.18726249 0.90786887 0.54787228 0.88327444 0.88873057]"
"('cross_14_0', 'nbo_atom_6', '0_dihedral_[28, 27, 29, 11]')",0.23847391982591237,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.89793809 0.86744064 1.01103    0.78292498 0.77963365 0.88155762
 0.88528869 0.82234632 0.78443762 0.8457327  0.8491527  0.57915769
 0.42629587 0.18741704 0.90079725 0.55156795 0.88893755 0.89302425]"
"('cross_14_0', 'nbo_atom_6', '0_bond_length_11-26')",0.2836848606796306,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.83757178 0.77595373 0.9574678  0.78103186 0.69839659 0.8148905
 0.98685699 0.88444972 0.90141087 0.84424571 0.87781243 0.62439732
 0.35467314 0.26693659 0.82897907 0.43737668 0.8129538  1.14927603]"
"('cross_14_0', 'nbo_atom_6', 'aniso')",0.3236642524947092,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.94102662 0.74128592 0.98828953 0.58893429 0.62670163 0.86601034
 0.83278555 0.74231666 0.6454252  1.1276239  0.84527086 0.61586315
 0.47884256 0.17537015 1.05923869 0.58751567 0.96235736 1.00982255]"
"('cross_14_0', 'nbo_atom_6', 'iso')",0.23645450531505785,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.87230746 0.87800421 0.98285911 0.79911546 0.79397122 0.89226969
 0.89291996 0.82856616 0.79656065 0.86278159 0.84505046 0.59130202
 0.44963345 0.17045194 0.87489353 0.53198647 0.86327078 0.90873646]"
"('cross_14_0', 'nbo_atom_26', 'L_11-26')",0.28965987518041614,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.78564481 0.79713759 0.89739761 0.84993356 0.76778919 0.81143262
 0.95961728 0.89765493 0.88141708 0.83732134 0.92048253 0.70749823
 0.43508111 0.20257947 0.7471357  0.4010309  0.74879371 1.18673295]"
"('cross_14_0', 'nbo_atom_26', 'B1_11-27')",0.22966942925496892,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.83559756 0.88486629 0.94874683 0.82803297 0.81110341 0.89770678
 0.81373496 0.79227633 0.75190121 0.89409316 0.8267561  0.70117696
 0.51771794 0.13304331 0.9530897  0.51177462 0.83883664 0.89422584]"
"('cross_14_0', 'nbo_atom_26', 'B5_11-27')",0.25201345544191145,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.81473553 0.82484247 0.94734764 0.69372097 0.77309454 0.83977768
 0.87700494 0.85171723 0.79616062 0.99617189 0.97050495 0.73209143
 0.59455876 0.11454832 0.81535813 0.44912445 0.80688975 0.93703132]"
"('cross_14_0', 'nbo_atom_26', 'L_11-27')",0.23971589069601318,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.85426886 0.8477611  0.96571094 0.751955   0.79469989 0.90390705
 0.83310729 0.81627055 0.74089372 0.8781753  0.86691656 0.61739154
 0.4731107  0.16406882 0.94840548 0.5273741  0.94475663 0.90590707]"
"('cross_14_0', 'nbo_atom_26', 'loc_B5_11-27')",0.22320919881298829,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.85624461 0.88197504 0.97251143 0.82939972 0.83016672 0.89247413
 0.83562168 0.81511123 0.77125462 0.8631438  0.84907953 0.70090808
 0.50325278 0.13537993 0.86413473 0.52359319 0.84660344 0.86382597]"
"('cross_14_0', 'nbo_atom_26', 'B1_B5_angle_11-27')",0.23052696582800758,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.87800677 0.95991266 0.9914355  0.79005339 0.81718097 0.86912955
 0.80997793 0.79145766 0.74404239 0.89157468 0.83921388 0.67047345
 0.47952055 0.14949935 0.89321675 0.55032067 0.87127129 0.83839317]"
"('cross_14_0', 'nbo_atom_26', '0_dihedral_[28, 27, 29, 11]')",0.2328103286606964,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.90675562 0.8808017  1.01996808 0.81577424 0.82564042 0.87053063
 0.82501644 0.80659645 0.74007533 0.81984812 0.87273102 0.63206155
 0.46642696 0.15113281 0.89414683 0.57263955 0.89468758 0.83984728]"
"('cross_14_0', 'nbo_atom_26', '0_bond_length_11-26')",0.28737867937491024,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.78414195 0.80046541 0.89736805 0.85465523 0.76673155 0.81189181
 0.95271742 0.89884412 0.88308224 0.8365832  0.92020505 0.70730064
 0.43540034 0.20137816 0.75054594 0.40285292 0.75023923 1.18027739]"
"('cross_14_0', 'nbo_atom_26', 'aniso')",0.33318731855452266,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.9217882  0.76813429 0.95055455 0.61314178 0.66497743 0.88722025
 0.80657528 0.74029701 0.59332069 1.1560295  0.87177058 0.60897848
 0.54380925 0.11651384 1.04051136 0.59360865 0.941816   1.0156335 ]"
"('cross_14_0', 'nbo_atom_26', 'iso')",0.22341040273016488,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.84021644 0.90226554 0.95742347 0.82079115 0.82030014 0.89219756
 0.85911836 0.84039307 0.78329017 0.8430746  0.86818007 0.72406537
 0.49164907 0.14164397 0.83021222 0.50842191 0.8320863  0.87935121]"
"('cross_14_0', 'L_11-26', 'B1_11-27')",0.2564262162143529,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.82567191 0.71865154 0.97716123 0.77037475 0.67184534 0.7662178
 0.86369489 0.80344428 0.89877907 0.87886707 0.8031757  0.90593326
 0.3848675  0.28952856 0.96938395 0.40460363 0.82420834 1.07827176]"
"('cross_14_0', 'L_11-26', 'B5_11-27')",0.26641380452853225,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.81384826 0.71680934 0.97179283 0.67476173 0.68882433 0.74901049
 0.91448421 0.86201633 0.9062166  0.9584528  0.94473749 0.87628571
 0.48535339 0.22790665 0.80559017 0.38218001 0.7996424  1.05676787]"
"('cross_14_0', 'L_11-26', 'L_11-27')",0.25349228869101503,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.85203364 0.69832495 1.0066576  0.72026367 0.67852677 0.76180807
 0.88428514 0.82974408 0.90972405 0.84496968 0.83969279 0.86753557
 0.34636698 0.31126057 0.90561746 0.42475562 0.90545953 1.04765446]"
"('cross_14_0', 'L_11-26', 'loc_B5_11-27')",0.24795446358794482,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.86059794 0.70173839 1.01806171 0.7614193  0.68347531 0.76384803
 0.88590284 0.82661138 0.91524834 0.8459317  0.82430264 0.90395457
 0.3610527  0.30042006 0.88112128 0.42399786 0.84279487 1.0342017 ]"
"('cross_14_0', 'L_11-26', 'B1_B5_angle_11-27')",0.26253098003008457,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.88891209 0.79473652 1.05025295 0.69507218 0.64399698 0.69522251
 0.85980625 0.79610889 0.91324457 0.87913554 0.80795893 0.90900223
 0.2983778  0.35123762 0.90731284 0.44115775 0.87460718 1.02853779]"
"('cross_14_0', 'L_11-26', '0_dihedral_[28, 27, 29, 11]')",0.25156255594632304,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.89111768 0.70462685 1.05062431 0.75737959 0.68633556 0.72513318
 0.88302189 0.82389485 0.92143166 0.80033916 0.84300476 0.89314885
 0.3264097  0.31853408 0.87043103 0.4491756  0.87321723 1.01685463]"
"('cross_14_0', 'L_11-26', '0_bond_length_11-26')",0.3092083807407434,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.94064567 0.67890398 1.01895365 0.58575029 0.83530007 0.80611717
 1.13231144 0.74355394 0.76970609 0.87848859 0.82552599 0.86360549
 0.43269978 0.25592473 0.7159007  0.42028849 0.80704708 1.12395745]"
"('cross_14_0', 'L_11-26', 'aniso')",0.35033943383797306,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.91886572 0.605535   0.99200338 0.55980786 0.53701968 0.74951182
 0.85780529 0.75548127 0.75570776 1.12182092 0.8483966  0.83381154
 0.40408969 0.2764471  1.02628762 0.49000903 0.93195822 1.17012212]"
"('cross_14_0', 'L_11-26', 'iso')",0.24830378254484753,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.82507414 0.7754405  0.97280352 0.76765535 0.70021541 0.78851182
 0.92463297 0.87440544 0.90943122 0.81374166 0.87023156 0.89078779
 0.37246232 0.27382737 0.80633653 0.41224721 0.80927412 1.04760169]"
"('cross_14_0', 'B1_11-27', 'B5_11-27')",0.2503181077715446,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.81776658 0.77975137 0.96496364 0.65346588 0.71780696 0.81678841
 0.84839143 0.81904483 0.80423095 1.02909561 0.93339788 0.80321334
 0.577691   0.15346673 0.91840584 0.43281701 0.82367735 0.94070579]"
"('cross_14_0', 'B1_11-27', 'L_11-27')",0.22014287788222986,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.8731015  0.79687999 1.01378616 0.73894569 0.7482041  0.84406686
 0.80836616 0.78348189 0.80526448 0.87407354 0.80987306 0.79317464
 0.43128292 0.22356756 0.97985809 0.50598269 0.93760127 0.86717001]"
"('cross_14_0', 'B1_11-27', 'loc_B5_11-27')",0.22429813361507844,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.79675099 0.87954372 0.92615376 0.83299367 0.79119427 0.8230097
 0.80078837 0.77165986 0.83178667 0.88882456 0.79430917 0.8555068
 0.49674099 0.16909214 0.96743967 0.45879644 0.82116421 0.92892562]"
"('cross_14_0', 'B1_11-27', 'B1_B5_angle_11-27')",0.21602167237757808,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.8675962  0.84133813 1.00665324 0.78058879 0.76217344 0.84021832
 0.79506422 0.76848884 0.80253234 0.88714098 0.78941089 0.82460255
 0.45669355 0.20175011 0.9756719  0.50574008 0.87636492 0.85265211]"
"('cross_14_0', 'B1_11-27', '0_dihedral_[28, 27, 29, 11]')",0.2165638237840104,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.87788317 0.82031878 1.01796648 0.78260575 0.75978597 0.83768618
 0.79566308 0.76894635 0.80080508 0.8704821  0.79479466 0.81804535
 0.44946205 0.20649208 0.98429642 0.51279868 0.88611423 0.85053419]"
"('cross_14_0', 'B1_11-27', '0_bond_length_11-26')",0.254253079684849,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.82510278 0.72260032 0.97743933 0.7741758  0.67269433 0.76753524
 0.85830753 0.80422468 0.89899264 0.87803258 0.80319162 0.90463134
 0.38610856 0.28732827 0.97064316 0.40717049 0.82572204 1.07077992]"
"('cross_14_0', 'B1_11-27', 'aniso')",0.35359253442340977,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[1.02897889 0.65306317 1.0510156  0.48051856 0.60755692 0.77927118
 0.85942956 0.76344551 0.66421312 1.18034192 0.92666635 0.74728518
 0.45874517 0.18229621 0.80720412 0.63384249 1.03210082 0.97870584]"
"('cross_14_0', 'B1_11-27', 'iso')",0.2265299571310243,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.82045543 0.89002783 0.94782118 0.7551723  0.72397987 0.9066948
 0.85341429 0.83630769 0.76090403 0.86277699 0.84451252 0.7879334
 0.45823493 0.19021336 0.9689315  0.4800699  0.83308946 0.91414115]"
"('cross_14_0', 'B5_11-27', 'L_11-27')",0.25263499974046333,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.8345681  0.75205669 0.98445296 0.60788101 0.70724544 0.81184405
 0.86112315 0.83386639 0.81020668 1.00959103 0.95367405 0.7733434
 0.54011278 0.1809869  0.90235582 0.44218991 0.89094085 0.93824142]"
"('cross_14_0', 'B5_11-27', 'loc_B5_11-27')",0.24656138338279032,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.82926085 0.7780252  0.9792964  0.65174742 0.73249131 0.80843053
 0.86789264 0.83894585 0.82327684 1.00905247 0.95625782 0.80720697
 0.57088757 0.15343106 0.84324404 0.4369265  0.82571895 0.92258817]"
"('cross_14_0', 'B5_11-27', 'B1_B5_angle_11-27')",0.25447276944916375,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.85553055 0.83465907 1.00813306 0.58974573 0.70129772 0.7794631
 0.84015244 0.8122155  0.79746617 1.05281968 0.94809005 0.7912939
 0.54727109 0.1768563  0.88900301 0.45881637 0.85589194 0.89597491]"
"('cross_14_0', 'B5_11-27', '0_dihedral_[28, 27, 29, 11]')",0.2618095989828523,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.89465025 0.73337836 1.05352485 0.57795932 0.68658364 0.76216778
 0.85472594 0.82578327 0.79391509 0.9985692  0.99910658 0.75998397
 0.53339049 0.19001529 0.90372142 0.478871   0.89062134 0.89771283]"
"('cross_14_0', 'B5_11-27', '0_bond_length_11-26')",0.26525220392953686,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.81286106 0.71928766 0.97144661 0.67567277 0.68871904 0.75003864
 0.91063188 0.86266498 0.90558796 0.96024251 0.94610419 0.87463843
 0.48808996 0.22551622 0.80742016 0.38342918 0.80031982 1.05200955]"
"('cross_14_0', 'B5_11-27', 'aniso')",0.3159394055100956,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.93007891 0.70224232 0.99767772 0.55781947 0.61477352 0.8229276
 0.80237031 0.73343379 0.66896582 1.15553961 0.86088764 0.75617143
 0.50914839 0.17943589 1.04563966 0.55464259 0.95486197 0.98806396]"
"('cross_14_0', 'B5_11-27', 'iso')",0.24671859762547566,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.82080824 0.79633162 0.9682416  0.65634182 0.73384679 0.81578703
 0.87973075 0.85248444 0.82296619 0.99371791 0.96429904 0.80555741
 0.56559222 0.15181475 0.82590577 0.43377335 0.81733405 0.93014763]"
"('cross_14_0', 'L_11-27', 'loc_B5_11-27')",0.23972210639068248,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.81380473 0.81350909 0.94808458 0.68834028 0.77560217 0.78084769
 0.86017793 0.8371071  0.88248411 0.81980145 0.88958936 0.76764358
 0.38516941 0.24797532 0.86547455 0.46096144 1.03159949 0.96650832]"
"('cross_14_0', 'L_11-27', 'B1_B5_angle_11-27')",0.21961170145998765,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.87577047 0.78272575 1.01743769 0.73180219 0.75219935 0.84302514
 0.82020879 0.79585966 0.81507475 0.85981013 0.8233016  0.78737017
 0.42261329 0.22827458 0.95214272 0.50567184 0.9535852  0.86780728]"
"('cross_14_0', 'L_11-27', '0_dihedral_[28, 27, 29, 11]')",0.22057603804197146,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.85493674 0.79103041 0.99470522 0.72266067 0.75079952 0.85407734
 0.8230418  0.7991093  0.81665891 0.88276496 0.81943969 0.78817075
 0.43332281 0.22361044 0.9534943  0.48993405 0.95175971 0.88516399]"
"('cross_14_0', 'L_11-27', '0_bond_length_11-26')",0.25167262763976905,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.85140961 0.70155763 1.00677183 0.72315989 0.67866856 0.76322339
 0.87899594 0.83004311 0.90935241 0.8448115  0.83935525 0.8659352
 0.34746627 0.30949026 0.90876173 0.42704123 0.9073139  1.04132289]"
"('cross_14_0', 'L_11-27', 'aniso')",0.36002223203788863,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.97382861 0.74679824 0.97044532 0.63754167 0.61906916 0.80418479
 0.79197693 0.68025198 0.60381854 1.30391734 0.8288534  0.85487721
 0.61011038 0.07325156 0.93420077 0.61184745 0.77971382 1.00999344]"
"('cross_14_0', 'L_11-27', 'iso')",0.22887471811421822,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.84746678 0.84601467 0.98008442 0.6927421  0.71544727 0.89203742
 0.87152872 0.85648495 0.7773631  0.83628224 0.87568907 0.75070832
 0.40809938 0.22751071 0.93036376 0.49348528 0.92802048 0.90535195]"
"('cross_14_0', 'loc_B5_11-27', 'B1_B5_angle_11-27')",0.21530023580627344,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.88339745 0.93517174 1.02389656 0.76787862 0.79085569 0.78165436
 0.80576187 0.77996128 0.83937377 0.86317247 0.81262403 0.84175438
 0.42128657 0.21307661 0.85196548 0.51977161 0.88524172 0.81783639]"
"('cross_14_0', 'loc_B5_11-27', '0_dihedral_[28, 27, 29, 11]')",0.21435613511452445,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.90579677 0.83994821 1.04915295 0.79918462 0.79928241 0.78120776
 0.82544032 0.79863271 0.85010901 0.78698135 0.84385438 0.82774888
 0.40959903 0.21687836 0.84306743 0.53177018 0.90269806 0.82332819]"
"('cross_14_0', 'loc_B5_11-27', '0_bond_length_11-26')",0.24587136099579665,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.85932395 0.70625251 1.01754718 0.76569394 0.68455228 0.76491265
 0.88045994 0.82736501 0.91573604 0.84518566 0.82432303 0.90295647
 0.36263859 0.29793528 0.88243774 0.42612774 0.84380119 1.02743141]"
"('cross_14_0', 'loc_B5_11-27', 'aniso')",0.43839944973159506,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.85612611 0.77925825 0.8015361  0.51853428 0.63618441 0.66825462
 0.87880389 0.74901642 0.70150268 1.31842286 0.98041865 0.82117337
 0.57560574 0.07915749 0.74708391 0.53365631 0.91696864 1.2729769 ]"
"('cross_14_0', 'loc_B5_11-27', 'iso')",0.21760490862224857,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.84788762 0.88023146 0.98059507 0.75952424 0.74919757 0.89304998
 0.87419391 0.85712109 0.79012992 0.82765738 0.8651686  0.79593943
 0.44055009 0.19507682 0.86457413 0.49446915 0.84545502 0.87385914]"
"('cross_14_0', 'B1_B5_angle_11-27', '0_dihedral_[28, 27, 29, 11]')",0.21227620131817226,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.89613372 0.85466568 1.03900753 0.77156072 0.77465635 0.81787086
 0.80739934 0.7816277  0.81949103 0.85581229 0.80887908 0.82445177
 0.42903353 0.2139118  0.90251908 0.52488351 0.8951107  0.81766593]"
"('cross_14_0', 'B1_B5_angle_11-27', '0_bond_length_11-26')",0.259988346881861,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.8870191  0.79755335 1.04927621 0.70093587 0.64527585 0.69755403
 0.85402461 0.79755369 0.91397301 0.87779871 0.80817847 0.90788701
 0.30091348 0.34796476 0.90897148 0.44311215 0.87526588 1.02142296]"
"('cross_14_0', 'B1_B5_angle_11-27', 'aniso')",0.33341364697784615,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.90525174 0.57244513 0.93985975 0.61483475 0.62554559 0.86937042
 0.84082244 0.75518336 0.66655608 1.1535818  0.8717476  0.76650841
 0.55266998 0.13576896 1.01198164 0.54089792 0.9330023  1.07865274]"
"('cross_14_0', 'B1_B5_angle_11-27', 'iso')",0.22339018715420167,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.86462841 0.95250352 0.99699877 0.71587453 0.7279813  0.87032046
 0.8578537  0.84299648 0.77092474 0.84661986 0.85986984 0.78404926
 0.41052233 0.21554668 0.88539636 0.51312104 0.86586877 0.85360453]"
"('cross_14_0', '0_dihedral_[28, 27, 29, 11]', '0_bond_length_11-26')",0.2494573491852784,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.88967118 0.70872704 1.04993207 0.76138434 0.68703502 0.72691453
 0.8775115  0.82451534 0.92151079 0.80044165 0.84258191 0.89211253
 0.3283605  0.31598684 0.87262688 0.45108865 0.87402652 1.01025331]"
"('cross_14_0', '0_dihedral_[28, 27, 29, 11]', 'aniso')",0.3203240874170302,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.90273966 0.7166942  0.95075212 0.58245753 0.6225551  0.8512756
 0.80278593 0.72672119 0.66267555 1.19368023 0.82605738 0.77704909
 0.52827651 0.15793003 1.03561763 0.54418583 0.93268981 1.02053722]"
"('cross_14_0', '0_dihedral_[28, 27, 29, 11]', 'iso')",0.22413480849892398,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.88525222 0.88185662 1.01940884 0.7331205  0.72782207 0.87257706
 0.87710808 0.86255026 0.77278669 0.78027922 0.89084447 0.7656816
 0.39455796 0.22214657 0.8817473  0.52592299 0.88265638 0.85836179]"
"('cross_14_0', '0_bond_length_11-26', 'aniso')",0.3491555148445461,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.91813714 0.60759094 0.99189389 0.5622572  0.53592062 0.75005242
 0.85298379 0.75595655 0.75589687 1.12241428 0.84828693 0.83299533
 0.40465854 0.27534194 1.02930059 0.49166645 0.93331153 1.1660156 ]"
"('cross_14_0', '0_bond_length_11-26', 'iso')",0.2465739502422537,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.82390368 0.77994506 0.97216832 0.77035922 0.70014753 0.79083389
 0.92039466 0.87578509 0.90850106 0.8130469  0.87079948 0.88883073
 0.37365176 0.27171018 0.80843155 0.41428565 0.8101191  1.04176674]"
"('cross_14_0', 'aniso', 'iso')",0.3283745734383797,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[0.90872063 0.77224091 0.95451135 0.53072374 0.57034038 0.89217343
 0.85608631 0.79427787 0.61142416 1.11423529 0.89616878 0.7132843
 0.47249155 0.18289425 1.03642273 0.55897042 0.93710514 1.03260938]"
"('para_14_0', 'Frequency_Stretch_12_13', 'Amplitude_Stretch_12_13')",0.4534195170706211,-inf,inf,inf,0.6,<modeling.LinearRegressionModel object at 0x0000029344C73CA0>,"[1.53430668 0.58239313 0.88817186 0.79140608 0.54946528 0.73055991
 0.63422781 0.44707553 0.79713047 0.84315762 0.86147098 0.18208974
 0.7110956  0.67894853 0.86758113 0.69206008 0.89017759 1.1533626 ]"
