combination,r2,q2,mae,rmsd,threshold,model,predictions
"('dipole_z_6-11-4', 'nbo_atom_11', 'L_11-26')",0.21101436150942954,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.92611047 0.71268691 0.99455484 0.59566631 0.64748075 0.84766561
 0.8905163  0.89411308 0.80076712 0.95663954 0.89834863 1.03774896
 0.59950039 0.36456018 0.70775484 0.5639165  0.47763067 0.9190195 ]"
"('dipole_z_6-11-4', 'nbo_atom_11', 'B1_11-27')",0.22497138065642897,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.92048994 0.73399864 0.99018247 0.58695882 0.62615462 0.89633437
 0.83254264 0.84201218 0.72803562 1.0267502  0.8526742  1.00083505
 0.62082239 0.3055737  0.90369591 0.5617392  0.49686987 0.9090108 ]"
"('dipole_z_6-11-4', 'nbo_atom_11', 'B5_11-27')",0.20826006791975826,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.93656158 0.73596511 1.00760428 0.59509869 0.66536102 0.86398298
 0.87329615 0.8828595  0.77399763 0.96111484 0.89557399 1.0302497
 0.60944794 0.32691279 0.72631604 0.58097674 0.49872405 0.87063759]"
"('dipole_z_6-11-4', 'nbo_atom_11', 'L_11-27')",0.24485177873183672,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.95849318 0.66661584 1.02942754 0.4501987  0.58501854 0.91263316
 0.86905324 0.8898259  0.73716235 1.03625933 0.9207454  0.89161191
 0.55476604 0.34758327 0.87952139 0.56121501 0.61790694 0.92664286]"
"('dipole_z_6-11-4', 'nbo_atom_11', 'loc_B5_11-27')",0.20836998034099163,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.94237012 0.73426886 1.01323741 0.59516399 0.66249485 0.87263067
 0.87004019 0.88061319 0.76955951 0.96457403 0.8897085  1.02163726
 0.60599309 0.32601415 0.73827951 0.58304348 0.49933717 0.8657146 ]"
"('dipole_z_6-11-4', 'nbo_atom_11', 'B1_B5_angle_11-27')",0.2204050142359617,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.97929841 0.82341126 1.04988435 0.52989873 0.63173802 0.85734104
 0.83613657 0.85230249 0.74338294 1.03118997 0.87644272 0.97062334
 0.57610538 0.33983337 0.78807589 0.60271675 0.51792119 0.82837818]"
"('dipole_z_6-11-4', 'nbo_atom_11', 'dihedral_[28, 27, 29, 11]')",0.22808131008575683,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.03879057 0.71406167 1.10735634 0.53871418 0.62669681 0.86873539
 0.85722068 0.8803811  0.74858729 0.96755927 0.93531852 0.88795812
 0.56128747 0.34639079 0.78648888 0.62580934 0.52167019 0.82165398]"
"('dipole_z_6-11-4', 'nbo_atom_11', 'bond_length_11-26')",0.21073307359187576,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.92640902 0.71428089 0.99530642 0.59664301 0.64804791 0.8485407
 0.88875177 0.89396185 0.80014355 0.95667175 0.89815363 1.0374625
 0.59952164 0.36233295 0.70906434 0.56462544 0.47860382 0.91615942]"
"('dipole_z_6-11-4', 'nbo_atom_11', 'aniso')",0.28195374776727244,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.98549339 0.63864621 0.97999308 0.4252252  0.52903825 0.8663268
 0.83678664 0.81030189 0.62792889 1.20340661 0.89748358 0.91791598
 0.65361188 0.34686717 0.89194465 0.64924297 0.59478755 0.97967988]"
"('dipole_z_6-11-4', 'nbo_atom_11', 'iso')",0.2099369781588316,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.92347638 0.76294933 0.99305006 0.58718987 0.6506924  0.88111535
 0.89527191 0.90673601 0.75499625 0.92769154 0.91066485 1.02914952
 0.58881582 0.33073629 0.72291697 0.58098673 0.50355841 0.88468295]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'nbo_atom_6')",0.32917680484593503,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.0508255  0.85448855 1.10743253 0.39753673 0.59060443 1.00721367
 0.90594123 0.852218   0.57434913 0.98590536 0.8591592  0.67398411
 0.46639232 0.27916468 0.87549221 0.69979534 0.63460236 1.01957527]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'nbo_atom_26')",0.3440988127831647,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.02502727 0.95329779 1.08279263 0.44707025 0.70121591 1.04473264
 0.7939413  0.81202631 0.45149597 0.96202009 0.86705753 0.75754798
 0.54983504 0.15370989 0.8532172  0.72488481 0.66355387 0.99125413]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'B1_11-26')",0.25072825699587264,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.019893   0.76370548 1.10440303 0.43491413 0.60300094 0.89677345
 0.80574788 0.81875738 0.66500699 0.96315869 0.82775304 1.06632376
 0.53672216 0.3709692  0.81652453 0.66127971 0.58744974 0.8922975 ]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'B5_11-26')",0.2507282569958723,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.019893   0.76370548 1.10440303 0.43491413 0.60300094 0.89677345
 0.80574788 0.81875738 0.66500699 0.96315869 0.82775304 1.06632376
 0.53672216 0.3709692  0.81652453 0.66127971 0.58744974 0.8922975 ]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'L_11-26')",0.2575380809590774,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.00854513 0.71875369 1.09178577 0.41655561 0.56457537 0.86182697
 0.82876687 0.83066059 0.69611411 0.9533264  0.83126556 1.10007321
 0.51685987 0.43846323 0.79774716 0.64317749 0.56614647 0.97003709]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'B1_11-27')",0.25342047858056627,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.00342318 0.75844036 1.08603578 0.44695295 0.59163505 0.9058815
 0.79546877 0.80783475 0.65625742 0.99203625 0.81741146 1.05128641
 0.55046545 0.35785504 0.88448245 0.64438705 0.57755606 0.90727068]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'B5_11-27')",0.2520346651235055,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.00919299 0.75358943 1.09267794 0.40325921 0.59108954 0.88827523
 0.80856079 0.82107566 0.65768544 0.98801634 0.84906991 1.05760499
 0.56447454 0.38272294 0.8138243  0.65923317 0.58789304 0.90643515]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'L_11-27')",0.2563460702835353,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.00822261 0.71457877 1.09038397 0.40789548 0.57791363 0.90421618
 0.82329541 0.83941132 0.67708062 0.99333675 0.85888169 1.00301217
 0.52548076 0.37123781 0.87074909 0.63077315 0.62559676 0.91261444]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'loc_B5_11-27')",0.28245424832518473,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.99998913 0.89164711 1.09266932 0.40618957 0.66342493 0.82608815
 0.80400948 0.81080344 0.69154728 0.85891072 0.82558757 1.19280532
 0.48510531 0.37145615 0.64226763 0.67775464 0.62295978 0.97146509]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'B1_B5_angle_11-27')",0.25688139836574997,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.00805944 0.6930632  1.09614511 0.43819914 0.61774347 0.93198447
 0.81602781 0.82613097 0.65259277 0.89939631 0.81974653 1.11733951
 0.54830387 0.37096329 0.78306554 0.66827758 0.5982174  0.9494242 ]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'dihedral_[28, 27, 29, 11]')",0.2517430773169823,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.00029656 0.7822537  1.08522438 0.42836566 0.60873266 0.91000755
 0.80062478 0.81228971 0.65791386 0.97165913 0.8088255  1.0892527
 0.54748542 0.36837691 0.80732371 0.65625833 0.58800654 0.91178352]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'bond_length_11-26')",0.25721815061236686,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.00843941 0.72015318 1.09227044 0.41790714 0.5645839  0.86241151
 0.82677548 0.8309641  0.69629851 0.9533878  0.83127207 1.09985893
 0.51669179 0.43671132 0.79894539 0.643496   0.56671988 0.96779377]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'aniso')",0.2862162620823865,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.00884405 0.66471955 1.02085641 0.39053037 0.52699503 0.87820306
 0.81709144 0.79778162 0.60985872 1.16589327 0.87220187 0.94934357
 0.61990308 0.36084984 0.89923806 0.66862856 0.61294445 0.97079768]"
"('dipole_z_6-11-4', 'nbo_atom_27', 'iso')",0.25683271094310567,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.99384123 0.81944804 1.07310705 0.40279075 0.57495788 0.93815512
 0.84212398 0.86112249 0.62583699 0.92690514 0.86160836 1.03284653
 0.51707722 0.37951354 0.80720572 0.65931091 0.5927354  0.92609426]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'nbo_atom_26')",0.26338576643013956,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.94479195 0.81206794 0.98549718 0.59773935 0.66443848 0.96545119
 0.98283273 0.93233491 0.74023707 0.99859597 0.93554355 0.64372581
 0.567178   0.24797437 0.74919732 0.58580634 0.5042204  0.97704805]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'B1_11-26')",0.2628215425348336,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.9365534  0.82326473 0.97626109 0.61364683 0.68179661 0.96929894
 0.974022   0.93181858 0.73234223 0.99654456 0.94078857 0.64790613
 0.58184421 0.2297053  0.74069784 0.58357625 0.50173795 0.97287539]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'B5_11-26')",0.2628215425348336,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.9365534  0.82326473 0.97626109 0.61364683 0.68179661 0.96929894
 0.974022   0.93181858 0.73234223 0.99654456 0.94078857 0.64790613
 0.58184421 0.2297053  0.74069784 0.58357625 0.50173795 0.97287539]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'L_11-26')",0.27670126765129444,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.9148551  0.76562631 0.94823974 0.59894541 0.63117683 0.92801089
 1.0242469  0.95905816 0.77938505 0.98559154 0.95569374 0.65038359
 0.55355215 0.31403148 0.70979794 0.55273314 0.46594554 1.09740711]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'B1_11-27')",0.27289008854142327,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.92438366 0.81210568 0.96580422 0.60087774 0.64677351 0.98341565
 0.93607359 0.89598018 0.69663936 1.04449659 0.90579995 0.65636306
 0.59203669 0.22201237 0.88063285 0.57039086 0.50323871 0.99765594]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'B5_11-27')",0.2647236130101891,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.95349866 0.8378652  0.99449701 0.6438145  0.69285999 0.98251898
 0.97018474 0.92706931 0.73446381 0.96695772 0.9132922  0.65248
 0.54386556 0.21572344 0.74924089 0.59039726 0.50627143 0.95967991]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'L_11-27')",0.2816777924913165,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.95902222 0.74746912 1.00756229 0.49677341 0.61223726 0.97319689
 0.95241317 0.92324178 0.70490439 1.03101511 0.94679624 0.64499167
 0.53389897 0.2677702  0.86002646 0.57837834 0.59963313 0.99534996]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'loc_B5_11-27')",0.2628307935046378,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.93771729 0.82177422 0.97753924 0.61219906 0.68029975 0.97022424
 0.97321319 0.93114208 0.73085791 0.99765981 0.94002917 0.6475286
 0.5816286  0.23034716 0.74384249 0.58429893 0.50235496 0.97202392]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'B1_B5_angle_11-27')",0.2754598063685191,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.98502814 0.89094049 1.02930182 0.5375339  0.63760754 0.94410893
 0.93452323 0.895228   0.69398304 1.04790998 0.91726883 0.63741019
 0.53575491 0.25302203 0.81371139 0.61552783 0.53560619 0.93021418]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'dihedral_[28, 27, 29, 11]')",0.28178699463823986,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.03696599 0.77714943 1.08428928 0.54635026 0.62900998 0.93970675
 0.95395188 0.9153715  0.69398473 0.96647495 0.95908804 0.61990298
 0.50873653 0.26353047 0.81804669 0.64281894 0.55134379 0.92795844]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'bond_length_11-26')",0.2764146835319383,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.91435879 0.766836   0.9485254  0.60076584 0.63045662 0.92825128
 1.02203677 0.95991795 0.78038422 0.9855201  0.95593188 0.65013821
 0.55290901 0.31268201 0.71109243 0.5527295  0.46624335 1.09590124]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'aniso')",0.3160221210396188,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.98110969 0.714831   0.96285182 0.45650549 0.55552607 0.94239178
 0.92122213 0.85675748 0.6106858  1.1936989  0.93260715 0.644954
 0.62137227 0.27112185 0.88610139 0.6462072  0.590149   1.0465876 ]"
"('dipole_z_6-11-4', 'nbo_atom_6', 'iso')",0.2830773140116326,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.01520794 0.7366607  1.05853366 0.64821773 0.72888563 0.92113758
 0.92229613 0.84329006 0.77006292 1.08163144 0.86977072 0.58985381
 0.58859156 0.18514276 0.79476992 0.61288468 0.51999289 0.94775048]"
"('dipole_z_6-11-4', 'nbo_atom_26', 'B1_11-26')",0.2385256553279821,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.89786197 0.84394055 0.9437181  0.68115982 0.75576894 0.95164894
 0.89717372 0.91291176 0.7174641  0.97920146 0.9476624  0.79970196
 0.66182863 0.18388895 0.69284711 0.56878234 0.48407116 0.91504869]"
"('dipole_z_6-11-4', 'nbo_atom_26', 'B5_11-26')",0.2385256553279823,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.89786197 0.84394055 0.9437181  0.68115982 0.75576894 0.95164894
 0.89717372 0.91291176 0.7174641  0.97920146 0.9476624  0.79970196
 0.66182863 0.18388895 0.69284711 0.56878234 0.48407116 0.91504869]"
"('dipole_z_6-11-4', 'nbo_atom_26', 'L_11-26')",0.265452695643951,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.84681823 0.78865291 0.87743564 0.69455302 0.71689937 0.90714054
 0.96694023 0.95897166 0.76642531 0.96030672 0.98733812 0.77153784
 0.64593213 0.26282955 0.62949451 0.51774716 0.4253788  1.1102789 ]"
"('dipole_z_6-11-4', 'nbo_atom_26', 'B1_11-27')",0.25557058146339273,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.88288083 0.83453428 0.9290166  0.66468581 0.71055842 0.97614968
 0.8556104  0.86983322 0.66800235 1.04260388 0.90542534 0.78568973
 0.67165067 0.16810335 0.8753785  0.55278313 0.48733294 0.95444146]"
"('dipole_z_6-11-4', 'nbo_atom_26', 'B5_11-27')",0.2390812967320416,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.90650525 0.85174549 0.95321685 0.69807054 0.76250061 0.95823592
 0.8939227  0.9100046  0.71861727 0.96305909 0.93283807 0.80503535
 0.64247246 0.17619221 0.69680851 0.57223411 0.48624785 0.90697375]"
"('dipole_z_6-11-4', 'nbo_atom_26', 'L_11-27')",0.29141290756490623,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.92886756 0.7601893  0.9773829  0.50780714 0.66166011 0.99760366
 0.89176106 0.91539179 0.64377608 1.04235588 0.97961272 0.66191606
 0.58213115 0.192152   0.89116307 0.56306608 0.64949719 0.98834688]"
"('dipole_z_6-11-4', 'nbo_atom_26', 'loc_B5_11-27')",0.2430035532379955,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.92132192 0.82069867 0.96718253 0.6554106  0.72948309 0.98124643
 0.8831775  0.90084686 0.67662953 1.00528317 0.93597241 0.76536081
 0.65971877 0.18385474 0.76260812 0.5852339  0.49839609 0.90225547]"
"('dipole_z_6-11-4', 'nbo_atom_26', 'B1_B5_angle_11-27')",0.2655730332784677,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.9635525  0.96874867 1.01114925 0.58353108 0.70777812 0.93111983
 0.84346664 0.86367626 0.64370515 1.05788902 0.92388189 0.73585214
 0.60121637 0.18683802 0.79844755 0.616678   0.53529227 0.86185786]"
"('dipole_z_6-11-4', 'nbo_atom_26', 'dihedral_[28, 27, 29, 11]')",0.28757509006485216,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.05609064 0.81151848 1.10460553 0.60175574 0.70483352 0.93620523
 0.87259433 0.89630345 0.61715991 0.92882285 1.00417975 0.65456864
 0.55529217 0.1742537  0.81668314 0.67086475 0.57020382 0.85874495]"
"('dipole_z_6-11-4', 'nbo_atom_26', 'bond_length_11-26')",0.2648075098945528,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.84612036 0.79028561 0.87805018 0.69725407 0.71572607 0.90725227
 0.96319045 0.9601186  0.76811895 0.96015596 0.9875092  0.77226525
 0.64501479 0.26104016 0.63150632 0.51776054 0.42585131 1.10746053]"
"('dipole_z_6-11-4', 'nbo_atom_26', 'aniso')",0.3234354222808886,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.94998668 0.74162816 0.91389415 0.49846156 0.6123188  0.95110655
 0.85924013 0.83390291 0.54365716 1.23018382 0.95516392 0.68157828
 0.70698034 0.19303225 0.8771695  0.64953482 0.59824576 1.0385958 ]"
"('dipole_z_6-11-4', 'nbo_atom_26', 'iso')",0.24601966035084089,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.93234346 0.80369228 0.98070495 0.72251489 0.80642664 0.9229657
 0.84869386 0.8576554  0.7321311  1.02485286 0.91052358 0.79338486
 0.68817676 0.13878177 0.71126654 0.58209599 0.4902832  0.88818677]"
"('dipole_z_6-11-4', 'B1_11-26', 'B5_11-26')",0.20701238351869744,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.92986681 0.75075847 0.99646679 0.6081599  0.67658336 0.88108082
 0.8761714  0.88925349 0.78269994 0.97516728 0.89963445 0.98925437
 0.62214734 0.31711664 0.71351187 0.57071823 0.48435937 0.87173009]"
"('dipole_z_6-11-4', 'B1_11-26', 'L_11-26')",0.2103986498791599,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.91906525 0.71885576 0.98420865 0.60078535 0.65199347 0.85610074
 0.89452872 0.89982554 0.80822086 0.96865925 0.90437196 1.01045778
 0.61093774 0.36269642 0.69709399 0.55516771 0.46616942 0.925542  ]"
"('dipole_z_6-11-4', 'B1_11-26', 'B1_B5_angle_11-26')",0.20701238351869744,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.92986681 0.75075847 0.99646679 0.6081599  0.67658336 0.88108082
 0.8761714  0.88925349 0.78269994 0.97516728 0.89963445 0.98925437
 0.62214734 0.31711664 0.71351187 0.57071823 0.48435937 0.87173009]"
"('dipole_z_6-11-4', 'B1_11-26', 'B1_11-27')",0.22443575832138563,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.91452695 0.74181295 0.98128404 0.59194663 0.63135473 0.90627859
 0.83427778 0.84584405 0.73229872 1.039292   0.85722333 0.97394003
 0.63231779 0.3003505  0.89792725 0.55453121 0.48765531 0.91181878]"
"('dipole_z_6-11-4', 'B1_11-26', 'B5_11-27')",0.2070904601477428,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.93322724 0.75329129 1.00023205 0.61417735 0.67877274 0.88325157
 0.87487059 0.88807023 0.78339881 0.96912031 0.89389908 0.99202571
 0.61475329 0.3147888  0.71507667 0.57201569 0.48517371 0.86853548]"
"('dipole_z_6-11-4', 'B1_11-26', 'L_11-27')",0.24458631397886632,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.96192248 0.66283352 1.03484717 0.44998074 0.58285422 0.90515082
 0.86751324 0.88660934 0.73458482 1.02670947 0.91657486 0.91270884
 0.54821    0.35043049 0.88198485 0.56636505 0.62152482 0.9238759 ]"
"('dipole_z_6-11-4', 'B1_11-26', 'loc_B5_11-27')",0.20750356979648688,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.93837061 0.74048407 1.00559617 0.5976868  0.66575165 0.88847125
 0.87104061 0.88466359 0.77153709 0.98342947 0.89443182 0.98391915
 0.62027523 0.32111418 0.73655725 0.57606459 0.48897257 0.86631454]"
"('dipole_z_6-11-4', 'B1_11-26', 'B1_B5_angle_11-27')",0.22038558530940267,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.9797712  0.82085337 1.05088747 0.52990928 0.63116679 0.85576216
 0.83619972 0.85190271 0.74290752 1.02814336 0.87571848 0.97617179
 0.57447133 0.34051391 0.78879345 0.60366877 0.5193116  0.8285277 ]"
"('dipole_z_6-11-4', 'B1_11-26', 'dihedral_[28, 27, 29, 11]')",0.22564544620023674,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.02937448 0.70483502 1.10360255 0.54144029 0.6242466  0.85148833
 0.85598852 0.87282537 0.74482963 0.94529945 0.91765078 0.96250855
 0.5498034  0.35090241 0.79009843 0.62940065 0.53347649 0.82690965]"
"('dipole_z_6-11-4', 'B1_11-26', 'bond_length_11-26')",0.21010027732183456,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.9192238  0.72052056 0.98480225 0.60189108 0.65255143 0.85705352
 0.89276417 0.89980573 0.80779249 0.96884673 0.90427818 1.00983362
 0.61107918 0.36048066 0.6982691  0.55572212 0.46695578 0.92281023]"
"('dipole_z_6-11-4', 'B1_11-26', 'aniso')",0.28185301937207563,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.98318923 0.64173221 0.9761689  0.42689344 0.53111503 0.87043326
 0.83769512 0.81200062 0.62960893 1.20919231 0.8997449  0.90607722
 0.65865055 0.34480799 0.88877598 0.64647948 0.59112503 0.98099041]"
"('dipole_z_6-11-4', 'B1_11-26', 'iso')",0.20748279877001097,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.92047503 0.76536563 0.98519012 0.60416805 0.67102531 0.89176241
 0.88780932 0.90249988 0.77533475 0.96576294 0.91063509 0.97821664
 0.61915824 0.31797093 0.70826197 0.56777237 0.48302501 0.8802469 ]"
"('dipole_z_6-11-4', 'B5_11-26', 'L_11-26')",0.21039864987915569,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.91906525 0.71885576 0.98420865 0.60078535 0.65199347 0.85610074
 0.89452872 0.89982554 0.80822086 0.96865925 0.90437196 1.01045778
 0.61093774 0.36269642 0.69709399 0.55516771 0.46616942 0.925542  ]"
"('dipole_z_6-11-4', 'B5_11-26', 'B1_B5_angle_11-26')",0.20701238351869744,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.92986681 0.75075847 0.99646679 0.6081599  0.67658336 0.88108082
 0.8761714  0.88925349 0.78269994 0.97516728 0.89963445 0.98925437
 0.62214734 0.31711664 0.71351187 0.57071823 0.48435937 0.87173009]"
"('dipole_z_6-11-4', 'B5_11-26', 'B1_11-27')",0.22443575832138563,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.91452695 0.74181295 0.98128404 0.59194663 0.63135473 0.90627859
 0.83427778 0.84584405 0.73229872 1.039292   0.85722333 0.97394003
 0.63231779 0.3003505  0.89792725 0.55453121 0.48765531 0.91181878]"
"('dipole_z_6-11-4', 'B5_11-26', 'B5_11-27')",0.2070904601477428,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.93322724 0.75329129 1.00023205 0.61417735 0.67877274 0.88325157
 0.87487059 0.88807023 0.78339881 0.96912031 0.89389908 0.99202571
 0.61475329 0.3147888  0.71507667 0.57201569 0.48517371 0.86853548]"
"('dipole_z_6-11-4', 'B5_11-26', 'L_11-27')",0.2445863139788662,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.96192248 0.66283352 1.03484717 0.44998074 0.58285422 0.90515082
 0.86751324 0.88660934 0.73458482 1.02670947 0.91657486 0.91270884
 0.54821    0.35043049 0.88198485 0.56636505 0.62152482 0.9238759 ]"
"('dipole_z_6-11-4', 'B5_11-26', 'loc_B5_11-27')",0.20750356979648688,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.93837061 0.74048407 1.00559617 0.5976868  0.66575165 0.88847125
 0.87104061 0.88466359 0.77153709 0.98342947 0.89443182 0.98391915
 0.62027523 0.32111418 0.73655725 0.57606459 0.48897257 0.86631454]"
"('dipole_z_6-11-4', 'B5_11-26', 'B1_B5_angle_11-27')",0.22038558530940267,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[0.9797712  0.82085337 1.05088747 0.52990928 0.63116679 0.85576216
 0.83619972 0.85190271 0.74290752 1.02814336 0.87571848 0.97617179
 0.57447133 0.34051391 0.78879345 0.60366877 0.5193116  0.8285277 ]"
